date,armed,age,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude
2021-10-22,vehicle,23.0,NG,Rialto,California,False,attack,Foot,False,-112.152,-112.152
2021-10-22,knife,35.0,NG,Denton County,Texas,False,other,Not fleeing,False,-112.152,-112.152
2021-10-23,unknown weapon,34.0,NG,Fort Belknap,Montana,False,other,Car,False,-108.534,48.2
2021-10-24,gun,35.0,NG,Conway,Arkansas,False,attack,Not fleeing,False,-92.474,35.085
2021-10-24,knife,60.0,NG,Kentwood,Michigan,False,attack,Not fleeing,False,-85.642,42.882
2021-10-24,gun,35.0,NG,Hopkinsville,Kentucky,False,attack,Foot,False,-87.494,36.859
2021-10-25,vehicle,37.0,Black,Miami,Florida,False,other,NG,False,-112.152,-112.152
2021-10-25,gun,27.0,NG,Boise,Idaho,False,attack,Not fleeing,False,-112.152,-112.152
2021-10-25,sharp object,33.0,NG,DeKalb,Illinois,False,attack,Not fleeing,False,-88.749,41.943
2021-10-26,gun,35.0,NG,Louisville,Kentucky,False,attack,Not fleeing,True,-85.699,38.268
2021-10-26,gun,57.0,White,Leroy Township,Ohio,False,attack,Not fleeing,False,-112.152,-112.152
2021-10-27,gun,56.0,NG,Austin,Texas,True,attack,Not fleeing,True,-97.887,30.191
2021-10-27,NG,26.0,White,Boise,Idaho,True,undetermined,NG,False,-116.205,43.612
2021-10-27,deadly blunt objects,31.0,NG,Philadelphia,Pennsylvania,False,attack,NG,True,-75.24,39.992
2021-10-28,gun,28.0,NG,Chelsea,Iowa,False,other,NG,False,-92.395,41.925
2021-10-28,knife,35.0,NG,Sioux Falls,South Dakota,False,attack,Not fleeing,False,-96.758,43.544
2021-10-28,gun,30.0,NG,Colorado Springs,Colorado,False,attack,Foot,False,-104.819,38.81
2021-10-29,vehicle,35.0,NG,Jackson,Mississippi,False,attack,Car,False,-90.236,32.272
2021-10-30,gun,41.0,White,Joplin,Missouri,False,attack,NG,False,-94.51,37.074
2021-10-30,gun,50.0,NG,Cleveland,Tennessee,True,attack,Not fleeing,False,-84.838,35.18
2021-10-31,knife,59.0,White,West Hanover Township,Pennsylvania,False,other,Not fleeing,False,-76.729,40.403
2021-10-31,knife,35.0,NG,Los Angeles,California,False,other,NG,False,-118.436,34.187
2021-11-01,sharp object,36.0,NG,Houma,Louisiana,True,attack,NG,False,-90.694,29.597
2021-11-02,gun,15.0,NG,Aransas Pass,Texas,False,attack,Not fleeing,False,-97.429,27.741
2021-11-03,NG,35.0,NG,Grant County,Kentucky,True,undetermined,NG,False,-84.615,38.6
2021-11-03,knife,30.0,NG,Eau Claire,Wisconsin,False,other,Not fleeing,False,-91.516,44.832
2021-11-03,Taser,43.0,NG,Covington,Georgia,False,other,Not fleeing,False,-112.152,-112.152
2021-11-03,vehicle,26.0,NG,Glendale,Arizona,False,attack,Other,False,-112.193,33.535
2021-11-04,knife,36.0,NG,Tulsa,Oklahoma,True,attack,Not fleeing,False,-95.905,36.119
2021-11-05,gun,43.0,NG,Jackson County,Georgia,False,attack,Not fleeing,False,-83.708,34.11
2021-11-05,gun,35.0,Black,Charlotte,North Carolina,False,attack,NG,False,-80.718,35.205
2021-11-05,gun,36.0,NG,Wisner,Louisiana,False,attack,Not fleeing,False,-112.152,-112.152
2021-11-06,NG,35.0,NG,Henrico County,Virginia,False,undetermined,NG,False,-76.861,37.495
2021-11-06,deadly blunt objects,45.0,White,Chesapeake,Virginia,False,attack,Other,False,-78.691,36.653
2021-11-06,knife,21.0,NG,Joliet,Illinois,False,attack,Not fleeing,False,-88.074,41.494
2021-11-06,gun,34.0,Black,Long Branch,New Jersey,False,attack,Not fleeing,False,-73.991,40.3
2021-11-06,gun,37.0,NG,Dorchester,Massachusetts,True,attack,Not fleeing,False,-112.152,-112.152
2021-11-07,vehicle,40.0,White,Union Township,Pennsylvania,False,attack,NG,False,-76.569,40.484
2021-11-07,gun,29.0,White,Goodview,Virginia,True,other,Other,False,-79.699,37.174
2021-11-07,gun,35.0,NG,Knowlton Township,New Jersey,False,attack,Not fleeing,False,-75.108,40.948
2021-11-08,gun,35.0,NG,Renton,Washington,False,other,Not fleeing,False,-122.223,47.474
2021-11-08,gun,50.0,White,Monteagle,Tennessee,False,attack,Not fleeing,False,-85.84,35.24
2021-11-09,gun,35.0,NG,Boston,Massachusetts,True,attack,Not fleeing,True,-71.077,42.289
2021-11-11,deadly blunt objects,24.0,NG,Polk County,Florida,False,other,Not fleeing,False,-112.152,-112.152
2021-11-11,gun,65.0,White,New York,New York,False,other,Car,False,-112.152,-112.152
2021-11-11,gun,21.0,NG,Springfield,Missouri,False,attack,Foot,False,-112.152,-112.152
2021-11-11,vehicle,44.0,White,Gunnison,Colorado,False,attack,Car,False,-112.152,-112.152
2021-11-11,gun,35.0,NG,Houston,Texas,False,attack,Car,False,-112.152,-112.152
2021-11-12,knife,35.0,NG,Commerce,California,False,attack,Not fleeing,True,-112.152,-112.152
2021-11-12,gun,35.0,NG,Phoenix,Arizona,False,attack,Car,False,-112.152,-112.152
2021-11-13,unarmed,42.0,Black,Jackson,Tennessee,False,attack,NG,False,-112.152,-112.152
2021-11-13,NG,41.0,Black,Biloxi,Mississippi,False,attack,Foot,False,-112.152,-112.152
2021-11-14,vehicle,40.0,NG,Union Township,Pennsylvania,False,attack,Car,False,-112.152,-112.152
2021-11-14,gun,30.0,Black,Columbia,Missouri,False,attack,Foot,False,-112.152,-112.152
2021-11-15,gun,35.0,NG,Pueblo,Colorado,False,other,NG,False,-112.152,-112.152
2021-11-15,gun,35.0,NG,Ocala,Florida,False,other,Not fleeing,False,-112.152,-112.152
2021-11-16,NG,33.0,NG,North Bend,Washington,False,attack,NG,False,-112.152,-112.152
2021-11-16,gun,92.0,NG,Caldwell,Idaho,False,attack,Not fleeing,False,-112.152,-112.152
2021-11-16,vehicle,42.0,White,Waterloo,Iowa,False,attack,Not fleeing,False,-112.152,-112.152
2021-11-16,knife,43.0,White,Wilmington,North Carolina,False,attack,Not fleeing,False,-112.152,-112.152
2021-11-17,gun,36.0,NG,Las Vegas,Nevada,False,other,Other,True,-112.152,-112.152
2021-11-17,unknown weapon,55.0,White,Poplar Bluff,Missouri,False,other,NG,False,-112.152,-112.152
2021-11-17,gun,37.0,White,Byron,Georgia,False,attack,Foot,False,-112.152,-112.152
2021-11-17,gun,61.0,Black,Waynesboro,Mississippi,False,attack,Not fleeing,False,-112.152,-112.152
2021-11-18,gun,53.0,Black,Bessemer City,North Carolina,False,other,Other,False,-112.152,-112.152
2021-11-19,gun,45.0,NG,Montcalm,West Virginia,False,other,Car,False,-112.152,-112.152
2021-11-19,knife,41.0,NG,San Francisco,California,True,other,NG,True,-112.152,-112.152
2021-11-19,NG,29.0,NG,Greensboro,North Carolina,False,undetermined,Foot,True,-112.152,-112.152
2021-11-20,gun,35.0,NG,Oakland,California,False,attack,NG,False,-112.152,-112.152
2021-11-21,NG,45.0,NG,Centerville,Iowa,False,undetermined,NG,True,-112.152,-112.152
2021-11-21,gun,52.0,NG,Metairie,Louisiana,False,other,Foot,False,-112.152,-112.152
2021-11-22,gun,35.0,NG,Warwick,Rhode Island,True,attack,Not fleeing,False,-112.152,-112.152
2021-11-22,gun,35.0,NG,West Covina,California,False,other,Foot,False,-112.152,-112.152
2021-11-22,NG,30.0,NG,Fall River,Massachusetts,False,attack,NG,False,-112.152,-112.152
2021-11-22,gun,36.0,Black,Kansas City,Kansas,False,attack,Not fleeing,True,-112.152,-112.152
2021-11-22,gun,27.0,NG,Merced,California,False,other,Foot,False,-112.152,-112.152
2021-11-23,gun,24.0,Black,Pasadena,California,False,attack,Foot,False,-112.152,-112.152
2021-11-24,gun,27.0,Hispanic,Lincoln,Nebraska,False,other,NG,False,-112.152,-112.152
2021-11-26,gun,35.0,NG,Albuquerque,New Mexico,False,other,NG,True,-112.152,-112.152
2021-11-26,gun,35.0,NG,Clines Corners,New Mexico,False,attack,Car,False,-112.152,-112.152
2021-11-26,NG,52.0,White,Roanoke County,Virginia,False,undetermined,NG,False,-112.152,-112.152
2021-11-27,gun,54.0,Black,Kalamazoo,Michigan,False,attack,NG,False,-112.152,-112.152
2021-11-28,gun,47.0,NG,Seekonk,Massachusetts,False,attack,Other,False,-112.152,-112.152
2021-11-28,unknown weapon,41.0,NG,Orem,Utah,False,attack,NG,True,-112.152,-112.152
2021-11-28,vehicle,35.0,NG,Coral Gables,Florida,False,attack,Car,False,-112.152,-112.152
2021-11-28,knife,35.0,NG,Glen Burnie,Maryland,False,attack,Not fleeing,False,-112.152,-112.152
2021-11-28,vehicle,33.0,NG,Culver,Indiana,False,attack,Car,False,-112.152,-112.152
2021-11-28,gun,21.0,NG,Mounds View,Minnesota,False,other,Car,True,-112.152,-112.152
2021-11-28,gun,61.0,NG,Lakeland,Florida,False,other,Not fleeing,False,-112.152,-112.152
2021-11-28,sharp object,33.0,White,Winstom-Salem,North Carolina,True,other,Not fleeing,False,-112.152,-112.152
2021-11-28,NG,47.0,NG,Forest Lake,Minnesota,False,other,Car,True,-112.152,-112.152
2021-11-29,knife,61.0,NG,Tucson,Arizona,False,other,NG,False,-112.152,-112.152
2021-11-30,gun,34.0,White,Rushville,Indiana,False,attack,Car,False,-112.152,-112.152
2021-11-30,gun,35.0,NG,Laurel,Mississippi,False,attack,Not fleeing,False,-112.152,-112.152
2021-11-30,gun,35.0,NG,Rex,Georgia,False,attack,NG,False,-112.152,-112.152
2021-11-30,gun,34.0,NG,Rushville,Indiana,False,attack,Not fleeing,False,-112.152,-112.152
2021-12-01,gun,38.0,Black,Lithonia,Georgia,False,attack,NG,False,-112.152,-112.152
2021-12-01,gun,20.0,Black,Taylorsville,Utah,False,attack,Not fleeing,True,-112.152,-112.152
2021-12-02,gun,25.0,NG,Buffalo Grove,Illinois,True,other,Not fleeing,False,-112.152,-112.152
2021-12-02,NG,29.0,NG,Lame Deer,Montana,False,undetermined,NG,False,-112.152,-112.152
2021-12-02,NG,35.0,NG,Floyd County,Kentucky,False,undetermined,NG,False,-112.152,-112.152
2021-12-03,sharp object,18.0,NG,Melbourne,Florida,True,attack,Not fleeing,False,-112.152,-112.152
2021-12-03,gun,39.0,NG,St. Louis,Missouri,False,attack,Other,False,-112.152,-112.152
2021-12-05,gun,38.0,NG,Morrow,Georgia,False,attack,Not fleeing,False,-112.152,-112.152
2021-12-05,gun,35.0,NG,Westminster,Colorado,False,attack,Other,False,-112.152,-112.152
2021-12-05,NG,35.0,Black,Lawton,Oklahoma,False,undetermined,NG,True,-112.152,-112.152
2021-12-06,gun,48.0,NG,Blue Springs,Missouri,False,attack,Car,False,-112.152,-112.152
2021-12-06,gun,30.0,NG,Portland,Oregon,False,attack,Car,False,-112.152,-112.152
2021-12-06,gun,38.0,NG,Basin,Wyoming,True,attack,Not fleeing,False,-112.152,-112.152
2021-12-06,gun,48.0,NG,Blue Springs,Missouri,False,attack,Not fleeing,False,-112.152,-112.152
2021-12-07,gun,88.0,NG,Riverview,Florida,False,other,NG,True,-112.152,-112.152
2021-12-07,NG,35.0,NG,Elizabethtown,Kentucky,False,undetermined,NG,False,-112.152,-112.152
2021-12-07,unarmed,41.0,Hispanic,Albuquerque,New Mexico,False,attack,Foot,False,-112.152,-112.152
2021-12-08,knife,35.0,NG,Colorado Springs,Colorado,False,other,Not fleeing,False,-112.152,-112.152
2021-12-08,gun,18.0,NG,Columbus,Ohio,False,attack,Not fleeing,False,-112.152,-112.152
2021-12-08,gun,35.0,NG,Stockton,California,False,attack,Not fleeing,False,-112.152,-112.152
2021-12-08,knife,42.0,NG,Hermitage,Missouri,False,attack,NG,False,-112.152,-112.152
2021-12-08,vehicle,35.0,NG,Iowa Falls,Iowa,False,other,Car,False,-112.152,-112.152
2021-12-09,gun,64.0,NG,Henry County,Georgia,False,attack,Car,False,-112.152,-112.152
2021-12-10,gun,35.0,NG,Colorado Springs,Colorado,False,attack,Not fleeing,False,-112.152,-112.152
2021-12-10,gun,55.0,White,Cumberland County,Tennessee,False,other,Not fleeing,False,-112.152,-112.152
2021-12-10,gun,40.0,NG,Waverly,Georgia,False,other,Not fleeing,False,-112.152,-112.152
2021-12-10,knife,28.0,NG,Pine River,Wisconsin,False,other,NG,False,-112.152,-112.152
2021-12-10,unarmed,55.0,NG,Antioch,California,False,undetermined,Foot,False,-112.152,-112.152
2021-12-10,gun,60.0,White,Simms,Texas,True,attack,Not fleeing,False,-112.152,-112.152
2021-12-10,gun,43.0,NG,Spokane,Washington,False,attack,Foot,False,-112.152,-112.152
2021-12-11,knife,29.0,Black,Elizabethtown,Kentucky,False,attack,Not fleeing,False,-112.152,-112.152
2021-12-11,NG,64.0,NG,Frankfort,Kentucky,False,undetermined,NG,False,-112.152,-112.152
2021-12-12,gun,39.0,Black,Cleveland,Ohio,False,attack,Not fleeing,False,-112.152,-112.152
2021-12-12,gun,35.0,NG,Ferguson,Missouri,False,attack,NG,False,-112.152,-112.152
2021-12-12,gun,26.0,Black,Jennings,Missouri,False,other,Not fleeing,False,-112.152,-112.152
2021-12-12,knife,32.0,NG,Corona,California,False,other,Not fleeing,False,-112.152,-112.152
2021-12-13,NG,35.0,NG,Estancia,New Mexico,False,undetermined,NG,False,-112.152,-112.152
2021-12-14,gun,21.0,NG,Dayton,Ohio,True,other,Not fleeing,False,-112.152,-112.152
2021-12-14,unknown weapon,45.0,NG,Canetuck,North Carolina,False,other,NG,False,-112.152,-112.152
2021-12-15,gun,52.0,NG,North Platte,Nebraska,False,attack,Not fleeing,False,-112.152,-112.152
2021-12-15,vehicle,25.0,White,Memphis,Tennessee,False,attack,Car,False,-112.152,-112.152
2021-12-15,gun,20.0,Black,Elkhart,Indiana,False,undetermined,Other,False,-112.152,-112.152
2021-12-15,toy gun,45.0,NG,North Richmond,California,False,other,Car,False,-112.152,-112.152
2021-12-16,knife,32.0,NG,Clinton,Utah,False,attack,Foot,False,-112.152,-112.152
2021-12-16,NG,32.0,NG,Anderson County,South Carolina,False,undetermined,Car,False,-112.152,-112.152
2021-12-16,gun,27.0,Black,Memphis,Tennessee,False,attack,Car,False,-112.152,-112.152
2021-12-16,NG,18.0,NG,Memphis,Tennessee,False,other,Car,False,-112.152,-112.152
2021-12-16,gun,39.0,NG,Madison,Tennessee,False,attack,Not fleeing,True,-112.152,-112.152
2021-12-18,knife,35.0,NG,Charlotte,North Carolina,False,attack,Not fleeing,False,-112.152,-112.152
2021-12-18,vehicle,20.0,NG,Vineland,New Jersey,False,attack,NG,False,-112.152,-112.152
2021-12-18,sharp object,22.0,NG,Los Angeles,California,True,other,Not fleeing,True,-112.152,-112.152
2021-12-18,knife,34.0,NG,Los Angeles,California,False,other,Not fleeing,False,-112.152,-112.152
2021-12-19,toy gun,33.0,NG,Detroit,Michigan,True,attack,Not fleeing,True,-112.152,-112.152
2021-12-20,knife,26.0,NG,New York,New York,True,attack,NG,True,-112.152,-112.152
2021-12-20,NG,21.0,NG,New Lenox,Illinois,False,other,Foot,False,-112.152,-112.152
2021-12-20,gun,68.0,NG,Yorkville,Illinois,False,other,NG,False,-112.152,-112.152
2021-12-21,gun,23.0,NG,Burton,Michigan,False,attack,Foot,False,-83.666,42.975
2021-12-21,knife,45.0,White,Savannah,Georgia,False,attack,Not fleeing,False,-81.14,32.043
2021-12-21,knife,42.0,NG,Rankin County,Mississippi,False,other,Not fleeing,False,-89.986,32.19
2021-12-21,gun,44.0,NG,Vernon Parish,Louisiana,True,other,Not fleeing,False,-112.152,-112.152
2021-12-22,gun,35.0,NG,Colorado Springs,Colorado,False,attack,Not fleeing,False,-104.8,38.932
2021-12-22,knife,24.0,NG,Unadilla,New York,False,other,Not fleeing,False,-75.314,42.329
2021-12-22,gun,48.0,NG,Fordoche,Louisiana,False,other,Not fleeing,False,-112.152,-112.152
2021-12-22,gun,44.0,White,Battle Creek,Michigan,False,attack,Car,True,-85.175,42.309
2021-12-22,gun,57.0,White,Foster Township,Pennsylvania,False,other,Foot,False,-112.152,-112.152
2021-12-23,knife,58.0,White,Akron,Ohio,False,other,NG,False,-112.152,-112.152
2021-12-23,unarmed,14.0,NG,Los Angeles,California,False,other,Foot,True,-112.152,-112.152
2021-12-23,unknown weapon,24.0,NG,Los Angeles,California,False,attack,NG,False,-112.152,-112.152
2021-12-23,knife,38.0,Black,Austin,Minnesota,True,other,Foot,False,-112.152,-112.152
2021-12-23,gun,62.0,NG,Springfield,Missouri,False,attack,Not fleeing,False,-112.152,-112.152
2021-12-23,gun,44.0,White,South Hill,Virginia,False,attack,Not fleeing,False,-112.152,-112.152
2021-12-24,sharp object,24.0,NG,Dolgeville,New York,False,other,NG,False,-112.152,-112.152
2021-12-26,gun,41.0,NG,Houston,Texas,True,attack,Not fleeing,True,-112.152,-112.152
2021-12-26,knife,33.0,Hispanic,Los Angeles,California,False,other,NG,False,-112.152,-112.152
2021-12-26,unarmed,40.0,Black,Titusville,Florida,False,attack,Foot,True,-112.152,-112.152
2021-12-26,gun,38.0,NG,Greenville County,South Carolina,False,attack,Foot,False,-112.152,-112.152
2021-12-26,knife,31.0,White,Buckeye,Arizona,False,attack,Not fleeing,False,-112.152,-112.152
2021-12-27,gun,35.0,NG,Huntington Beach,California,False,other,NG,False,-112.152,-112.152
2021-12-27,gun,22.0,Black,Lake Charles,Louisiana,False,attack,Not fleeing,False,-112.152,-112.152
2021-12-27,gun,31.0,Black,Savannah,Georgia,False,attack,Foot,False,-112.152,-112.152
2021-12-27,gun,47.0,NG,Lakewood,Colorado,False,attack,Car,False,-112.152,-112.152
2021-12-27,gun,39.0,NG,Escondido,California,False,attack,Car,False,-112.152,-112.152
2021-12-27,gun,35.0,NG,Algona,Washington,False,attack,Not fleeing,False,-112.152,-112.152
2021-12-28,gun,62.0,Black,Detroit,Michigan,False,attack,Not fleeing,False,-112.152,-112.152
2021-12-29,gun,27.0,Black,Silver Spring,Maryland,False,attack,Car,False,-112.152,-112.152
2021-12-29,NG,25.0,Black,Paterson,New Jersey,False,undetermined,NG,False,-112.152,-112.152
2021-12-30,gun,28.0,Black,Pine Hills,Florida,False,other,Not fleeing,False,-112.152,-112.152
2021-12-31,vehicle,35.0,NG,Beaumont,California,False,attack,Car,False,-112.152,-112.152
2021-12-31,gun,35.0,NG,Meridian,Mississippi,False,attack,Not fleeing,False,-112.152,-112.152
2022-01-01,gun,63.0,NG,Jonesboro,Louisiana,False,attack,Foot,False,-112.152,-112.152
2022-01-01,gun,46.0,Black,Canton,Ohio,False,undetermined,Not fleeing,True,-81.405,40.793
2022-01-02,gun,35.0,NG,Wildomar,California,True,other,NG,False,-112.152,-112.152
2022-01-03,unknown weapon,54.0,NG,Murphy,Idaho,False,other,Not fleeing,False,-112.152,-112.152
2022-01-03,knife,26.0,NG,Mesa,Arizona,True,attack,Not fleeing,False,-112.152,-112.152
2022-01-03,deadly blunt objects,49.0,White,Mesa,Arizona,False,other,Not fleeing,False,-112.152,-112.152
2022-01-04,NG,24.0,White,Gresham,Oregon,False,undetermined,Car,False,-112.152,-112.152
2022-01-04,gun,53.0,White,Paulden,Arizona,False,attack,Car,False,-112.152,-112.152
2022-01-04,gun,35.0,NG,Philadelphia,Pennsylvania,False,attack,Not fleeing,False,-112.152,-112.152
2022-01-04,gun,28.0,Black,Bahama,North Carolina,False,attack,NG,False,-112.152,-112.152
2022-01-05,gun,53.0,NG,Frankfort,Kentucky,False,attack,Not fleeing,False,-112.152,-112.152
2022-01-05,gun,27.0,Black,Florence County,South Carolina,False,other,Foot,True,-112.152,-112.152
2022-01-05,NG,35.0,NG,Prescott,Arizona,False,other,NG,False,-112.152,-112.152
2022-01-05,unarmed,28.0,Hispanic,Victoria,Texas,False,other,Foot,False,-96.984,28.83
2022-01-06,gun,49.0,White,Wheat Ridge,Colorado,True,attack,Not fleeing,False,-112.152,-112.152
2022-01-06,knife,55.0,White,Keansburg,New Jersey,False,attack,Not fleeing,True,-112.152,-112.152
2022-01-08,gun,25.0,Black,Baton Rouge,Louisiana,False,attack,Not fleeing,False,-112.152,-112.152
2022-01-09,NG,47.0,Black,Crawford County,Georgia,False,attack,Foot,False,-112.152,-112.152
2022-01-09,knife,23.0,NG,Springfield,Massachusetts,False,attack,Foot,True,-112.152,-112.152
2022-01-09,knife,35.0,NG,Rialto,California,False,other,Not fleeing,False,-112.152,-112.152
2022-01-09,knife,45.0,NG,Vancouver,Washington,False,other,NG,False,-112.152,-112.152
2022-01-10,gun,19.0,NG,Las Vegas,Nevada,False,undetermined,Not fleeing,False,-112.152,-112.152
2022-01-10,gun,21.0,Hispanic,San Diego,California,False,attack,Foot,False,-112.152,-112.152
2022-01-10,knife,50.0,NG,Rancho Cucamonga,California,False,other,Not fleeing,False,-112.152,-112.152
2022-01-11,knife,43.0,Hispanic,Raleigh,North Carolina,False,other,Not fleeing,True,-112.152,-112.152
2022-01-11,gun,43.0,NG,Port Barrington,Illinois,False,attack,NG,False,-112.152,-112.152
2022-01-11,knife,43.0,NG,Riverside County,California,False,other,Foot,True,-116.081,33.701
2022-01-12,sharp object,51.0,Black,Durham,North Carolina,False,undetermined,NG,False,-112.152,-112.152
2022-01-12,deadly blunt objects,35.0,NG,Sergeant Bluff,Iowa,False,attack,Not fleeing,False,-112.152,-112.152
2022-01-12,gun,31.0,NG,Jonesboro,Arkansas,False,attack,Not fleeing,False,-112.152,-112.152
2022-01-12,knife,37.0,White,Arvada,Colorado,False,other,Foot,False,-112.152,-112.152
2022-01-13,deadly blunt objects,34.0,Hispanic,Fresno,California,False,other,Not fleeing,False,-112.152,-112.152
2022-01-13,gun,30.0,NG,Citrus Heights,California,False,attack,Not fleeing,True,-112.152,-112.152
2022-01-14,gun,64.0,White,Woolwine,Virginia,False,attack,NG,False,-112.152,-112.152
2022-01-16,sharp object,22.0,NG,Gillette,Wyoming,False,attack,Not fleeing,False,-112.152,-112.152
2022-01-16,gun,35.0,Black,North Charleston,South Carolina,False,other,Foot,False,-112.152,-112.152
2022-01-16,NG,22.0,NG,Puyallup,Washington,False,undetermined,Not fleeing,False,-112.152,-112.152
2022-01-16,knife,32.0,NG,Wagoner County,Oklahoma,True,attack,NG,False,-112.152,-112.152
2022-01-16,knife,36.0,White,Harrisburg,Pennsylvania,True,other,Not fleeing,False,-76.879,40.249
2022-01-17,NG,28.0,Black,Harris County,Texas,False,attack,Foot,False,-112.152,-112.152
2022-01-18,gun,35.0,NG,Hemet,California,False,undetermined,Foot,False,-112.152,-112.152
2022-01-18,toy gun,31.0,White,Wood River,Illinois,False,attack,Not fleeing,False,-112.152,-112.152
2022-01-18,knife,33.0,Hispanic,Huntington Park,California,False,other,Foot,False,-112.152,-112.152
2022-01-19,gun,50.0,NG,Perdido,Alabama,False,attack,Not fleeing,False,-112.152,-112.152
2022-01-19,gun,32.0,White,San Jose,California,False,attack,Not fleeing,True,-112.152,-112.152
2022-01-20,toy gun,37.0,NG,San Francisco,California,True,other,Not fleeing,False,-112.152,-112.152
2022-01-20,gun,27.0,NG,New York,New York,False,attack,Foot,False,-112.152,-112.152
2022-01-20,gun,34.0,NG,Lacey,Washington,False,attack,Not fleeing,False,-112.152,-112.152
2022-01-21,gun,47.0,Black,New York,New York,False,attack,Foot,False,-112.152,-112.152
2022-01-22,gun,37.0,White,Phoenix,Arizona,False,other,Not fleeing,False,-112.152,-112.152
2022-01-23,knife,37.0,White,Newnan,Georgia,False,undetermined,Not fleeing,False,-112.152,-112.152
2022-01-23,knife,42.0,NG,Burlington,Massachusetts,True,other,Not fleeing,False,-112.152,-112.152
2022-01-23,gun,24.0,NG,Lafayette,Louisiana,False,other,Foot,False,-112.152,-112.152
2022-01-23,NG,17.0,Black,O'Fallon,Missouri,False,other,Car,True,-90.679,38.795
2022-01-24,knife,23.0,NG,Spokane,Washington,False,other,Not fleeing,False,-112.152,-112.152
2022-01-24,gun,48.0,NG,Priceville,Alabama,False,attack,NG,False,-86.876,34.521
2022-01-25,NG,58.0,White,Madison County,Missouri,False,attack,Not fleeing,False,-112.152,-112.152
2022-01-25,gun,30.0,NG,Aragon,Georgia,True,attack,Not fleeing,False,-112.152,-112.152
2022-01-25,NG,68.0,NG,Dandridge,Tennessee,False,other,Car,False,-83.399,36.007
2022-01-26,gun,35.0,NG,Ferguson,Missouri,False,attack,Foot,False,-112.152,-112.152
2022-01-26,gun,20.0,NG,Cordova,Tennessee,False,attack,Car,False,-112.152,-112.152
2022-01-26,gun,32.0,NG,Portland,Oregon,False,other,Foot,False,-122.562,45.543
2022-01-27,sharp object,37.0,NG,Nashville,Tennessee,True,other,Not fleeing,True,-112.152,-112.152
2022-01-27,vehicle,39.0,NG,Parkland,Washington,False,attack,NG,False,-112.152,-112.152
2022-01-27,knife,42.0,NG,Rio Rancho,New Mexico,False,other,Not fleeing,False,-106.646,35.271
2022-01-28,gun,35.0,NG,Coachella,California,False,attack,Foot,False,-112.152,-112.152
2022-01-28,NG,28.0,NG,Springfield,Missouri,False,undetermined,Not fleeing,False,-112.152,-112.152
2022-01-29,knife,28.0,White,Denton,Texas,True,other,Not fleeing,False,-112.152,-112.152
2022-01-29,gun,52.0,White,Battle Ground,Washington,False,other,Not fleeing,False,-112.152,-112.152
2022-01-30,unarmed,20.0,Black,Crofton,Maryland,False,attack,Not fleeing,False,-112.152,-112.152
2022-01-31,knife,48.0,NG,Orofino,Idaho,True,other,Not fleeing,True,-112.152,-112.152
2022-01-31,gun,40.0,White,Mesquite,Texas,False,attack,Foot,False,-112.152,-112.152
2022-01-31,gun,37.0,NG,Mishawaka,Indiana,False,attack,Not fleeing,True,-112.152,-112.152
2022-02-01,gun,29.0,NG,Wichita  Falls,Texas,False,attack,Not fleeing,False,-112.152,-112.152
2022-02-01,gun,31.0,NG,Albuquerque,New Mexico,False,other,Foot,False,-112.152,-112.152
2022-02-01,knife,23.0,Hispanic,Los Angeles,California,False,other,NG,False,-112.152,-112.152
2022-02-02,gun,22.0,Black,Minneapolis,Minnesota,False,attack,Not fleeing,True,-112.152,-112.152
2022-02-04,knife,34.0,White,Evansville,Indiana,True,attack,Not fleeing,True,-112.152,-112.152
2022-02-04,gun,35.0,NG,Tulsa,Oklahoma,False,other,Foot,False,-112.152,-112.152
2022-02-04,NG,35.0,White,Pineville,Oregon,True,undetermined,NG,False,-120.826,44.204
2022-02-05,vehicle,38.0,White,Lincoln County,North Carolina,False,attack,Car,False,-112.152,-112.152
2022-02-05,gun,34.0,NG,Aniak,Alaska,False,attack,Not fleeing,False,-159.541,61.583
2022-02-06,NG,46.0,Black,Georgetown County,South Carolina,False,other,Car,False,-112.152,-112.152
2022-02-06,vehicle,38.0,White,Topeka,Kansas,False,attack,Car,False,-112.152,-112.152
2022-02-06,NG,40.0,White,Salem,Oregon,True,other,Car,False,-112.152,-112.152
2022-02-06,gun,58.0,White,Willis,Virginia,False,other,NG,False,-112.152,-112.152
2022-02-06,gun,35.0,NG,Powell County,Kentucky,False,attack,Not fleeing,False,-83.811,37.811
2022-02-07,gun,27.0,Black,Houston,Texas,False,attack,NG,True,-112.152,-112.152
2022-02-07,gun,49.0,NG,Greenville,Texas,False,attack,NG,False,-112.152,-112.152
2022-02-07,gun,48.0,NG,Marana,Arizona,False,other,Not fleeing,False,-112.152,-112.152
2022-02-07,knife,36.0,Black,Kansas City,Missouri,True,other,Not fleeing,False,-112.152,-112.152
2022-02-07,knife,30.0,Hispanic,Phoenix,Arizona,False,other,Not fleeing,False,-112.152,-112.152
2022-02-08,unknown weapon,50.0,NG,Corpus Christi,Texas,False,other,Foot,False,-112.152,-112.152
2022-02-08,toy gun,36.0,White,Mesa,Arizona,False,attack,Not fleeing,False,-112.152,-112.152
2022-02-08,gun,55.0,NG,Roan Mountain,Tennessee,False,attack,NG,False,-112.152,-112.152
